per Act; per Rep; id, p1x, p1y, p1z, p2x, p2y, p2z, growth_rate,directions
30,69.49,52.78,0.48,66.95,55.45,0.52,1.64
31,34.54,19.1,0.5,36.38,22.86,0.49,1.64
32,33.89,10.72,0.51,30.15,8.96,0.5,1.64
33,61.82,12.63,0.51,65.12,8.48,0.47,1.64
34,61.57,0.43,0.48,67.9,0.42,0.48,1.64
35,41.69,19.21,0.5,36.12,16.22,0.49,1.64
36,66.04,57.81,0.49,71.18,57.09,0.52,1.64
37,73.28,48.35,0.51,69.51,49.48,0.51,1.64
38,73.33,2.53,0.46,67.52,3.84,0.53,1.64
39,66.6,56.75,0.51,70.34,54.74,0.48,1.64
40,67.77,2.84,0.54,74.08,1.43,0.54,1.64
41,59.65,8.45,0.51,64.03,5.82,0.53,1.64
42,84.99,50.88,0.52,81.38,55.7,0.52,1.64
43,74.68,6.24,0.51,73.51,7.53,0.5,1.64
44,41.54,26.54,0.5,37.87,23.75,0.5,1.64
45,75.52,58,0.51,78.98,58.29,0.51,1.64
46,77.11,52.68,0.48,71.64,56.2,0.49,1.64
47,79.38,47.62,0.51,75.26,50.43,0.48,1.64
48,29.94,10.93,0.51,33.47,13.1,0.48,1.64
49,77.8,0.44,0.51,75.35,0.47,0.48,1.64
50,82.45,51.33,0.52,79.87,53.46,0.52,1.64
51,63.94,14.02,0.48,62.8,20.65,0.51,1.64
52,66.52,54.49,0.49,60.87,56.37,0.5,1.64
53,32.42,8.93,0.5,27.47,5.76,0.5,1.64
54,72.4,5.19,0.48,69.68,8.04,0.52,1.64
55,69.14,6.46,0.53,72.9,3.6,0.53,1.64
56,66.33,12.55,0.5,64.74,16.88,0.5,1.64
57,62.9,23.59,0.5,57.28,25.95,0.5,1.64
58,39.79,21.53,0.52,43.84,24,0.49,1.64
59,62.55,7.82,0.49,67.58,4.8,0.46,1.64
60,64.26,52.62,0.51,57.77,54.15,0.5,1.64
61,67.05,52.31,0.49,61.29,55.2,0.5,1.64
62,31.89,14.5,0.49,28.07,12.08,0.51,1.64
63,63.13,2.31,0.47,57.4,3.63,0.5,1.64
64,40.73,19.81,0.51,44.97,23.69,0.5,1.64
65,32.76,18,0.51,34.5,21.24,0.51,1.64
66,62.86,4.32,0.53,59.07,5.29,0.49,1.64
67,79.04,49.04,0.51,85.72,46.98,0.51,1.64
68,40.11,22.88,0.51,44.6,26.47,0.49,1.64
69,72.14,57.03,0.48,76.38,54.67,0.48,1.64
70,85.95,51.69,0.48,85.94,48.01,0.48,1.64
71,41.47,27.52,0.51,45.99,30.77,0.5,1.64
72,74.26,2.75,0.53,77.24,1.41,0.52,1.64
73,66.09,55.9,0.48,61.93,58.85,0.51,1.64
74,60.52,9.08,0.51,56.98,12.06,0.5,1.64
75,73.26,50.76,0.52,77.41,47.58,0.51,1.64
76,81.38,50.98,0.52,83.94,48.54,0.48,1.64
77,66.26,58.77,0.51,63.06,59.26,0.49,1.64
78,71.8,8.61,0.51,69.12,12.08,0.5,1.64
79,67.09,11.96,0.48,68.91,7.4,0.47,1.64
80,78.36,1.23,0.49,83.92,0.48,0.5,1.64
81,64.97,7.46,0.52,62.99,8.66,0.51,1.64
82,61.34,13.47,0.5,59.74,15.33,0.5,1.64
83,75.22,59.06,0.51,71.03,59.14,0.49,1.64
84,73.17,4.6,0.51,76.14,2.95,0.47,1.64
85,72.93,54.22,0.51,77.11,51.54,0.52,1.64
86,66.01,10.64,0.47,64.85,13.71,0.52,1.64
87,66.22,1.39,0.52,70.21,1.32,0.44,1.64
88,35.53,15.28,0.51,32.26,13.58,0.51,1.64
89,70.34,52.3,0.52,72.73,49.92,0.49,1.64
90,34.68,11.3,0.51,37.46,12.53,0.5,1.64
91,80.36,47.62,0.51,82.57,46.94,0.49,1.64
92,39.26,15.48,0.51,41.52,16.48,0.49,1.64
93,36.07,18.41,0.51,33.23,17.11,0.49,1.64
94,37.64,13.68,0.51,40,14.73,0.5,1.64
95,81.3,56.77,0.51,85.35,55.3,0.49,1.64
96,73.42,52.65,0.5,71.11,54.16,0.52,1.64
97,60.18,12.44,0.51,59.1,14.54,0.51,1.64
98,63.23,5.19,0.47,66.67,3.39,0.48,1.64
99,65.22,10.1,0.53,66.76,7.62,0.52,1.64
100,36.19,17.36,0.51,38.53,18.66,0.51,1.64
101,74.22,48.04,0.51,76.18,47.29,0.49,1.64
102,75.38,5.54,0.52,77.97,2.13,0.51,1.64
103,29.12,10.42,0.51,27.62,9.47,0.51,1.64
104,83.15,50.66,0.51,84.98,48.88,0.52,1.64
105,32.24,17.16,0.51,31.06,15.17,0.51,1.64

5.00

acts
0,63.55,22.7,0.5,67.46,20.88,0.5,0.27
1,67.44,6.28,0.46,65.51,6.99,0.53,1.64
2,36.92,13.83,0.51,39.8,15.26,0.49,1.64
3,76.8,56.82,0.53,79.71,53.22,0.47,1.64
4,70.41,11.54,0.51,72.79,8.21,0.48,1.64
5,72.09,55.26,0.52,68.51,57.15,0.51,1.64
6,35.96,18.86,0.52,41.7,21.67,0.52,1.64
7,73.6,51.78,0.46,67.97,55.36,0.46,1.64
8,60.21,3.34,0.48,56.58,5.04,0.51,1.64
9,66.14,13.31,0.46,69.21,7.64,0.46,1.64
10,69.41,50.44,0.51,66.14,53.49,0.53,1.64
11,64.15,1.32,0.56,58.61,1.42,0.53,1.64
12,81.08,57.3,0.48,77.44,58.99,0.49,1.64
13,36.91,21.09,0.51,39.43,23.12,0.48,1.64
14,37.13,12.81,0.48,30.74,9.93,0.49,1.64
15,80.75,50.28,0.5,82.08,48.5,0.48,1.64
16,73.53,7.59,0.53,79,4,0.53,1.64
17,59.55,14.3,0.51,60.71,8.46,0.53,1.64
18,73.93,52.83,0.54,77.64,48.56,0.46,1.64
19,40.7,24.48,0.49,43.23,26.94,0.5,1.64
20,35.82,14.36,0.51,41.44,17.16,0.49,1.64
21,60.14,6.09,0.53,56.91,7.76,0.49,1.64
22,71.15,0.41,0.55,76.33,0.41,0.54,1.64
23,69.04,60.51,0.52,73.67,58.15,0.53,1.64
24,79.18,57.13,0.52,82.82,52.26,0.53,1.64
25,64.5,50.91,0.49,61.38,52.34,0.5,1.64
26,67.8,14.32,0.48,65.44,18.95,0.51,1.64
27,64.72,11.46,0.51,61.02,15.57,0.52,1.64
28,84.26,46.37,0.54,78.22,49.34,0.53,1.64
29,35.85,16.83,0.48,30.13,15.39,0.52,1.64
30,70.16,51.05,0.49,66.23,56.06,0.53,1.64
31,32.9,18.25,0.49,36.06,24.46,0.49,1.64
32,34.27,10.1,0.49,27.7,7.88,0.5,1.64
33,62.85,10.27,0.47,60.9,13.55,0.52,1.64
34,63.32,0.42,0.46,57.41,0.47,0.49,1.64
35,39.73,17.58,0.52,44.78,19.35,0.49,1.64
36,65.4,59.32,0.52,62.68,59.83,0.52,1.64
37,73.88,46.66,0.49,67.53,48.68,0.5,1.64
38,70.68,4.13,0.45,75.85,2.3,0.45,1.64
39,61.56,59.29,0.48,67.97,56.34,0.47,1.64
40,73.29,2.27,0.57,67.76,2.65,0.47,1.64
41,59.86,7.31,0.49,57.69,8.51,0.51,1.64
42,83.36,55.37,0.53,85.04,50.24,0.54,1.64
43,76.65,6.67,0.47,73.88,8.6,0.49,1.64
44,41.06,26.47,0.51,42.58,27.68,0.49,1.64
45,74.81,59.94,0.51,80.83,59.98,0.51,1.64
46,74.74,54.7,0.47,78.96,51.1,0.46,1.64
47,76.57,48.31,0.48,78.94,45.02,0.49,1.64
48,28.1,9.06,0.51,33.54,13.43,0.48,1.64
49,81.83,0.44,0.48,77.28,0.47,0.47,1.64
50,83.05,50.36,0.53,79.52,55.09,0.52,1.64
51,62.05,19.15,0.5,64.03,13.64,0.47,1.64
52,63.47,54.7,0.52,66.29,54.43,0.47,1.64
53,30.79,7.9,0.51,34.23,9.06,0.5,1.64
54,72.97,6.31,0.53,69.09,11.75,0.46,1.64
55,69.49,6.55,0.53,67.57,7.23,0.54,1.64
56,64.66,18.28,0.51,65.99,14.26,0.52,1.64
57,61.23,24.18,0.51,64.42,23.54,0.5,1.64
58,42.39,23.07,0.49,38.64,21.24,0.48,1.64
59,64.64,6.6,0.47,61.62,8.8,0.49,1.64
60,60.64,54,0.5,65.43,51.52,0.51,1.64
61,65.8,52.5,0.48,67.84,50.61,0.48,1.64
62,29.48,13.18,0.5,32.39,14.97,0.48,1.64
63,58.46,2.4,0.52,63.62,2.29,0.43,1.64
64,43.01,20.66,0.49,40.71,18.94,0.52,1.64
65,31.56,17.75,0.51,34.42,23.39,0.51,1.64
66,62.78,4.41,0.52,56.37,6.1,0.48,1.64
67,83.37,45.76,0.46,78.16,47.77,0.53,1.64
68,44.77,25.73,0.49,40.4,23.17,0.52,1.64
69,72.14,57.42,0.52,70.63,58.63,0.47,1.64
70,85.96,53.2,0.47,85.99,46.87,0.46,1.64
71,43.66,29.6,0.51,39.85,27.05,0.5,1.64
72,74.71,3.89,0.54,79.93,1.41,0.53,1.64
73,63.54,57.31,0.52,65.48,55.47,0.48,1.64
74,58.13,10.66,0.51,59.74,8.47,0.48,1.64
75,74.27,49.43,0.5,72.54,51.34,0.53,1.64
76,80.3,52.47,0.51,83.95,47.56,0.46,1.64
77,66.52,60.62,0.5,60.77,60.88,0.49,1.64
78,71.52,11.65,0.51,73.2,9.29,0.51,1.64
79,67.93,12.02,0.5,66.91,13.9,0.49,1.64
80,83.74,0.49,0.51,79.83,2.59,0.52,1.64
81,64.82,7.66,0.51,61.34,10.2,0.48,1.64
82,60.7,14.49,0.48,57.62,17.86,0.51,1.64
83,76.76,61.01,0.51,69.79,61.22,0.51,1.64
84,73.93,6.2,0.47,78.92,2.93,0.46,1.64
85,76.46,51.99,0.52,72.95,54.83,0.47,1.64
86,66.16,10.35,0.53,64.27,15.87,0.53,1.64
87,65.14,1.42,0.47,71.93,1.37,0.47,1.64
88,34.86,15.58,0.52,29.74,11.87,0.52,1.64
89,69.8,53.05,0.52,73.68,48.57,0.48,1.64
90,34.98,10.78,0.51,39.95,13.02,0.5,1.64
91,79.17,46.36,0.48,81.66,42.83,0.48,1.64
92,40.68,15.7,0.51,44.82,17.76,0.49,1.64
93,36.38,17.96,0.49,30.99,16.6,0.49,1.64
94,38,13.27,0.51,42.25,15.39,0.49,1.64
95,80.57,59.01,0.48,85.95,54.41,0.48,1.64
96,73.17,53.39,0.47,68.82,55.93,0.54,1.64
97,59.15,11.29,0.5,58.29,15.67,0.5,1.64
98,61.08,6.31,0.46,66.98,3.32,0.45,1.64
99,63.32,11.34,0.52,67.42,8.17,0.47,1.64
100,36.8,17.03,0.52,40.59,20.06,0.48,1.64
101,74.38,47.89,0.51,76.78,44.72,0.49,1.64
102,78.08,6.52,0.51,76.33,8.45,0.51,1.64
103,28.66,11.11,0.49,26.28,8.55,0.5,1.64
104,83.59,51.7,0.46,85.06,47.21,0.54,1.64
105,30.84,18.53,0.49,28.67,14.81,0.49,1.64
106,60.97,3.92,0.55,66.85,2.36,0.56,1.64
107,78.93,55.85,0.48,76.36,58.75,0.48,1.64
108,81.83,44.24,0.53,85.97,45.64,0.52,1.64
109,76.21,55.97,0.48,73.53,60.13,0.48,1.64
110,72.91,1.3,0.43,76.51,1.34,0.47,1.64
111,74.02,55.33,0.54,70.84,57.01,0.47,1.64
112,63.39,18.36,0.51,62.58,21.98,0.5,1.64
113,60.13,53.18,0.51,56.21,54.54,0.5,1.64
114,39.73,24.61,0.52,35.5,21.18,0.51,1.64
115,64.27,0.42,0.52,67.1,0.45,0.47,1.64
116,38.95,17,0.48,35.82,15.44,0.48,1.64
117,64.91,52.87,0.49,59.43,55.72,0.49,1.64
118,65.33,50.39,0.51,70.26,48.84,0.49,1.64
119,70,3.42,0.54,67.33,4.2,0.53,1.64
120,82.84,53.85,0.48,81.74,56.57,0.51,1.64
121,30.2,7.12,0.5,26.1,4.93,0.5,1.64
122,60.54,24.88,0.5,55.55,26.62,0.5,1.64
123,70.31,50.08,0.52,72.93,47.97,0.52,1.64
124,69.24,58.95,0.5,66.53,59.55,0.49,1.64
125,63.92,55.62,0.49,58.76,56.92,0.5,1.64
126,65.59,5.93,0.47,69.69,4.48,0.46,1.64
127,58.06,3.28,0.48,55.19,3.77,0.5,1.64
128,42.68,21.58,0.5,46.66,24.69,0.5,1.64
129,44.1,26.48,0.51,46.66,27.83,0.49,1.64
130,70.21,0.44,0.46,68.03,0.45,0.54,1.64
131,44.63,29.75,0.51,47.13,31.56,0.5,1.64
132,83.12,1.93,0.49,85.92,0.48,0.51,1.64
133,68.34,5.96,0.54,73.04,4.29,0.55,1.64
134,63.7,9.78,0.51,66.36,7.72,0.49,1.64
135,66.08,58.65,0.48,70.22,57.74,0.53,1.64
136,60.81,7.51,0.52,64.75,5.48,0.55,1.64
137,62.64,56.94,0.5,59.53,59.87,0.51,1.64
138,74.95,48.73,0.5,77.69,45.11,0.52,1.64
139,80.18,51.05,0.53,77.52,54.43,0.53,1.64
140,75.95,49.06,0.52,74.22,51.04,0.52,1.64
141,70.39,6.25,0.47,74.39,4.78,0.46,1.64
142,73.1,57.36,0.47,76.57,54.39,0.47,1.64
143,68.36,11.14,0.54,70.51,7.21,0.52,1.64
144,76.76,51.07,0.51,78.68,50.18,0.48,1.64
145,69.89,12.35,0.52,68.25,13.47,0.52,1.64
146,36.18,20.45,0.51,34.05,18.36,0.51,1.64
147,40.14,26.11,0.5,36.71,23.57,0.49,1.64
148,43.18,23.64,0.5,45.1,24.73,0.49,1.64
149,28.69,12.61,0.5,26.48,11.1,0.5,1.64
150,57.49,11.38,0.51,55.14,13.92,0.5,1.64
151,36.05,13.4,0.51,33.7,12.32,0.52,1.64
152,64.41,19.21,0.51,63.82,20.93,0.49,1.64
153,71.06,12.51,0.51,69.03,14.68,0.5,1.64
154,78.8,5.79,0.5,80.79,3.28,0.5,1.64

